RESPNR	HHNR	HHPNR	INSTRU	INT000	INT001	INT004	INT044	INT071	INT087	INT229	INT239	INT264	INT265	INT265A	INT266	INT266A	INT267	INT268	INT270	INT271	INT272	INT276	INT278	INT279	INT281	INT282	INT283	INT284	INT285	INT286	INT287	INT289	INT291	INT292	INT293	INT295	INT296	INT300	INT301	INT303	INT305	INT307	INT309	INT311	INT313	INT314	INT315	INT318	INT319	INT320	INT321	INT322	INT323	INT600	INT601	INT602	INT603	INT604	INT605	INT606	INT607	INT608	INT609	INT610	INT611	INT612	INT613	INT614	INT615	INT616	INT617	INT618	INT619	INT620	INT621	INT622	INT623	INT624	INT625	V040	V041	V049	V065	V200	V201	V202	VAR0000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR040	VAR043	VAR064	VAR065	VAR096	VAR100	VAR101	VAR103	VAR107	VAR109	VAR121	VAR122	VAR124	VAR125	VAR131	VAR132	VAR133	VAR134	VAR135	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR179	VAR180	VAR181	VAR183	VAR184	VAR185	VAR198	VAR201	VAR204	VAR221	VAR229	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR346	VAR351	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR430	VAR431	VAR433	VAR434	VAR437	VAR439	VAR445	VAR454	VAR461	VAR462	VAR491	VAR493	VAR497	VAR499	VAR515	VAR516	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	VAR591	VAR592	VAR594	VAR599	VAR600	VAR608	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR634	VAR635	VAR636	VAR683B	VAR684	VAR687	VAR688	VAR723	VAR728B	VAR729B	VAR768	VAR848	VAR849	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900J	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR951	VAR952	VAR953	VAR1031	VAR1033	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1050	VAR1052	VAR1061	VAR1062	VAR1076	VAR1077	VAR1103	VAR1104	VAR1105X	VAR1106	VAR1140	VAR1141	VAR1142	VAR1143	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1146	VAR1161	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1163	VAR1227	VAR1228	VAR1229	VAR1230	VAR3000	ISCO
544	544	1	1	1	14	10	3	3	5	1	1	1	1	1	2	4	5	1	2	2	4	2	3	3	3	1	2	2	3	5	1	-6	-6	-6	-6	-6	-6	-6	-6	3	-6	-6	5	-3	2	2	1	1	1	2	1	2	2	2	2	5	4	4	2	-3	1	2	1	3	3	3	1	1	2	3	3	1	3	3	2	4	1	5	4	1	-5	1	1	2	2	1		1	48	1	5	6	1	2	1	2	3	3	2	3	1	1	1	3	2	2	2	2	1	2	2	1	3	2	2	2	-3	2	3	3	1	4	3	3	1	1	1	1	1	1	4	8	1	2	5	3	3	1	1	7	2	2	2	4	5	3	1	1	1	-3	1	3	3	1	3	4	5	5	5	5	1	5	3	15	2	1	3	5	2	3	1	2	-5	1	2	2	-5	1	1	1	2	1	1	1	1	1	1	3	2	3	2	1	3	4	11	18	4	2		193	20	10	10	2	99	3	1	-3	3	2	2	-5	36	3	3	3	1	5	0.47	4	10	1	2	2	2	2	4210002	5	3	1930	1843	3	2	1	1	6		1	48	2	47																					1	3	3	2	4	1	13	12	6	7	11	10	16	4	2	3	15	14	8	9	5	3	3	6	1	2	2	1	3	4	2	1	2	3	2	5	6	8	8	8	5	6	8	6	8	6	6	5	2	1	3	2	2	2	3	3	3	2	3	2	3	3	2	2	3	3	3	3	51507	3433
545	545	1	1	1	11	10	3	5	1	6	5	3	4	4	1	2	1	4	5	4	2	5	5	2	4	2	2	2	2	5	2	2	2	-3	-3	-3	-3	-3	1	2	-3	1	1	1	2	2	2	3	2	1	1	2	3	1	2	3	4	1	-3	-3	-3	-3	1	5	4	2	4	3	3	3	3	3	4	3	5	2	1	4	5	1	-5	2	1	3	1	1		1	43	3	4	5	1	2	1	2	2	2	2	2	2	1	1	5	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	1	4	5	2	1	1	2	1	1	1	2	1	5	-5	3	2	2	3	1	2	2	2	2	4	5	3	1	2	1	3	1	3	3	1	2	2	2	4	5	5	2	5	2	15	2	2	3	1	1	1	1	1	2	2	-5	2	-5	2	-5	1	2	1	1	1	4	1	4	1	1	5	2	2	3	4	11	18	4	2		193	20	10	10	2	99	3	1	3	3	5	1	2	40	3	3	1	1	2	0.35	12	10	1	2	2	2	3	4210002	5	3	1926	1851	2	1	1	2	6		1	43													2	14									2	3	2	2	5	13	6	12	1	10	15	9	11	5	8	2	14	4	7	3	16	2	1	0	0	1	2	1	2	2	2	1	1	4	2	7	5	5	5	6	6	6	7	5	5	5	6	7	2	1	3	1	2	3	2	2	2	2	3	3	3	2	2	2	2	2	2	3	73803	1120
546	546	1	1	1	20	0	2	5	2	1	3	3	4	4	2	2	2	3	2	5	2	5	2	3	3	2	2	2	2	3	2	4	2	4	1	1	1	2	2	2	3	2	2	2	2	2	2	5	2	1	2	2	3	1	4	4	3	2	2	3	1	2	1	1	5	3	3	2	3	2	2	2	2	3	3	2	1	3	3	1	-5	1	1	3	4	1		1	27	5	7	5	1	4	1	1	1	2	1	1	1	1	3	2	1	1	2	1	2	2	2	1	-3	2	3	2	3	3	-3	3	1	4	4	1	1	1	1	1	1	1	4	1	5	-5	8	1	1	3	1	5	2	2	1	5	5	2	2	1	1	1	1	3	3	1	3	4	2	2	1	3	2	5	2	10	1	2	3	1	2	2	1	2	-5	1	2	2	-5	3	3	2	-5	1	1	1	1	1	1	1	2	3	2	2	3	4	11	18	4	2		193	20	10	10	2	99	1	1	1	3	7	2	-5	40	3	1	2	4	1	0.41	10	10	1	1	2	1	3	4210002	5	3	1952	1911	2	2	1	1	6		1	27																							1	2	-3	3	1	10	12	11	5	13	16	15	14	7	9	3	4	8	1	2	6	2	2	0	0	1	1	1	2	3	1	1	2	5	2	4	7	8	7	7	8	5	7	5	7	7	7	8	2	3	3	-3	2	3	3	2	3	2	3	2	2	2	2	3	2	-3	3	2	92103	2149
547	547	1	1	1	12	0	2	4	1	6	4	3	1	4	4	1	4	4	4	4	4	4	2	2	3	1	2	2	2	4	3	4	4	2	3	2	2	3	2	3	4	4	3	2	2	2	1	3	2	2	1	2	3	3	3	4	4	3	2	3	1	2	3	3	-3	-3	3	2	2	3	3	2	4	3	3	4	2	4	3	1	-5	1	1	2	2	1		2	32	5	5	6	2	1	1	2	3	2	2	4	4	-3	-3	4	2	2	1	2	2	2	2	2	3	1	-3	-3	-3	-3	-3	-3	1	4	3	3	1	2	2	2	1	1	4	1	3	-5	3	-3	-3	3	1	7	2	2	-3	4	4	3	1	3	3	-3	2	3	3	1	1	5	4	-3	4	3	5	-3	-3	12	3	2	3	1	1	1	1	2	-5	2	-5	1	3	1	3	1	3	1	1	2	1	1	-3	-3	1	4	2	2	-3	4	11	18	4	2		193	20	10	10	2	99	1	3	1	-3	7	1	1	38	-3	-3	1	2	2	0.58	12	10	1	3	1	1	2	4210002	3	2	2041	1943	4	2	1	2	6				2	32																					2	2	3	2	3	3	11	10	1	4	15	13	14	7	2	12	16	9	6	5	8	4	3	0	3	2	2	1	1	3	3	2	2	4	1	7	7	8	8	8	7	7	8	7	7	8	7	7	1	2	3	2	2	3	3	3	2	2	2	2	2	3	2	2	3	4	4	4	31511	4111
548	548	1	1	1	17	0	3	3	5	1	3	1	1	1	2	4	5	4	2	3	2	2	1	1	3	3	5	5	5	5	4	-3	2	-3	-3	-3	-3	-3	-3	5	5	-3	4	4	1	1	1	4	2	2	2	2	2	-3	3	3	1	4	1	3	1	2	2	1	5	4	3	3	4	4	4	2	5	2	2	4	4	4	4	2	1	3	1	4	1	8		1	55	1	7	2	1	1	1	2	3	4	2	4	1	4	1	4	4	1	2	2	1	2	2	1	2	2	3	2	2	2	3	2	3	1	3	1	1	1	1	2	1	1	3	1	5	-5	5	5	5	5	1	3	2	-3	-3	3	1	3	1	3	1	1	3	1	3	1	1	3	5	3	5	1	4	1	4	16	1	1	3	1	1	1	2	2	-5	2	-5	2	-5	2	-5	3	3	1	1	1	1	1	1	4	1	5	2	2	1	4	11	18	4	2		193	20	10	10	2	99	3	3	1	3	2	1	1	-5	3	3	1	1	1	0.51	2	10	1	3	2	4	3	4210013	4	3	1043	952	1	2	1	2	6		1	55	2	55																					1	3	3	3	4	1	14	13	2	9	11	7	15	8	6	12	5	10	16	3	4	3	1	0	0	-3	2	1	2	4	4	1	1	4	3	5	4	5	4	4	3	7	5	5	5	4	4	6	3	3	3	1	1	3	3	3	1	3	1	1	1	1	1	2	1	1	2	1	71504	3433
549	549	1	1	1	20	0	3	5	2	1	4	3	2	2	4	4	2	4	3	4	2	4	4	4	2	3	2	2	2	4	2	2	2	3	3	3	2	2	2	3	3	3	2	3	2	2	1	4	1	2	1	2	2	2	4	4	4	2	2	2	1	1	2	4	4	2	3	3	4	3	3	3	4	2	2	3	2	3	4	1	-5	5	1	4	1	1		1	46	5	7	5	1	2	1	2	2	4	4	4	2	2	4	4	1	2	2	1	2	2	2	1	2	2	3	3	3	2	2	2	2	3	2	2	1	1	2	2	1	1	1	1	5	-5	3	3	3	2	1	4	2	1	1	5	5	2	2	2	3	3	3	3	3	3	3	4	2	4	4	4	4	4	2	17	1	2	3	1	1	1	1	2	-5	1	2	2	-5	3	2	3	1	1	1	1	1	1	1	3	1	5	2	1	4	4	11	18	4	2		193	20	10	10	2	99	3	3	3	3	3	1	1	15	3	3	1	4	2	0.33	27	9	1	2	2	2	2	4210013	5	3	1853	1820	2	2	1	2	6		1	46	2	44											2	5									2	3	2	2	4	14	5	13	1	10	16	2	4	6	15	7	3	12	9	8	11	4	2	0	0	2	2	1	2	3	2	2	1	1	3	5	5	6	6	6	6	6	6	4	4	5	5	3	2	2	3	3	2	2	2	3	2	3	3	3	3	3	3	3	1	2	4	4	91302	2149
550	550	1	1	1	13	0	4	5	5	2	4	3	2	2	3	1	4	3	4	4	3	4	4	5	3	2	2	2	2	3	3	4	1	3	4	4	1	4	3	2	4	3	-6	-6	-6	-6	2	3	2	2	2	2	2	2	2	4	3	-6	-6	2	3	3	2	4	3	1	4	3	4	3	3	3	4	3	4	3	3	3	4	1	-5	1	1	2	2	1		2	39	1	5	6	4	3	-3	2	3	4	2	2	2	1	4	5	1	3	2	2	2	2	2	2	2	1	3	2	-3	2	2	3	2	3	3	3	1	1	1	1	1	1	1	1	4	-5	3	3	-3	2	1	3	1	2	2	2	2	3	1	2	2	3	1	3	1	-3	4	4	5	4	4	5	5	5	3	15	4	1	3	1	1	1	1	2	-5	1	3	1	3	3	1	1	3	1	1	1	2	1	1	-3	2	4	2	1	3	4	11	18	4	2		193	20	10	10	2	99	1	1	1	3	2	1	1	32	3	3	1	1	5	0.54	26	9	1	3	2	3	2	4210013	5	3	1445	1351	4	1	1	1	6		1	40	2	39																					2	3	3	2	4	5	6	8	15	11	16	10	13	4	9	1	12	7	2	3	14	4	3	4	0	-3	3	1	3	3	2	2	1	2	1	4	8	8	7	7	6	7	8	7	6	7	8	6	2	3	3	1	2	2	2	3	2	2	2	3	2	2	3	2	3	3	3	3	51502	3431
551	551	1	1	1	15	0	2	4	1	4	3	3	2	-3	4	-3	3	4	3	4	3	4	3	2	3	3	2	2	2	3	3	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2	2	3	1	2	1	2	2	2	3	3	4	3	2	2	1	3	2	3	3	2	3	2	2	2	2	-3	2	3	3	3	2	4	3	1	-5	1	1	3	1	1		1	53	3	6	5	1	3	1	2	2	3	2	2	2	1	3	2	2	1	1	1	1	1	1	2	2	1	2	2	3	3	2	2	1	4	4	2	1	1	1	1	1	1	4	4	3	3	3	2	2	2	1	2	2	2	1	4	5	2	2	2	1	3	1	3	3	3	2	3	2	4	5	4	2	3	3	15	1	2	1	5	1	1	1	2	-5	1	2	1	3	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	4	4	11	18	4	2		193	20	10	10	2	99	1	1	3	3	7	1	2	36	3	3	3	2	2	0.55	3	10	1	3	2	3	2	4210013	4	3	1948	1853	1	1	1	2	6		1	53																							1	3	2	2	3	13	8	16	7	15	14	9	10	5	12	6	11	2	3	1	4	2	2	0	0	2	2	1	2	3	3	2	3	3	2	7	7	7	6	6	7	6	7	7	7	7	8	8	2	2	3	2	2	3	3	2	3	2	3	2	3	2	2	2	-3	3	3	3	76501	2470
552	552	1	1	2	12	0	-7	4	5	-7	-7	-7	1	-7	2	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	1	2	2	2	1		1	37	1	4	6	4	2	2	2	3	2	2	2	2	2	3	4	2	2	1	2	1	1	1	1	2	1	2	2	2	2	-3	3	2	4	4	3	1	2	1	1	1	1	1	1	5	-5	3	3	3	2	1	15	1	1	1	2	3	2	2	2	2	1	1	3	3	3	3	3	2	3	3	3	2	3	3	8	3	2	3	1	2	3	1	2	-5	2	-5	2	-5	2	-5	2	-5	2	2	2	3	2	-3	2	2	3	2	2	3	4	10	22	4	3		164	24	12	12	2	7	2	3	2	3	1	2	-5	40	3	3	2	2	3	0.31	25	9	2	-7	-7	-7	-7	4301005	3	2	943	912	-7	2	1	1	6		1	37	2	35											1	7	1	5							2	2	3	2	2	1	14	6	2	4	16	8	13	7	5	10	12	3	9	11	15	2	2	0	0	3	2	2	2	3	3	2	2	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	51301	4132
553	553	1	1	1	19	0	2	1	4	5	3	3	1	3	3	1	2	3	3	3	4	2	4	4	4	2	2	2	3	3	2	2	2	2	3	2	3	3	3	2	3	3	3	3	2	2	2	3	2	1	1	2	3	2	2	4	4	3	2	2	1	1	2	3	3	3	3	2	2	3	3	3	3	2	3	4	2	3	4	2	1	2	2	4	1	5		2	33	1	6	5	3	3	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	3	2	3	3	3	1	4	4	2	1	1	1	1	2	2	2	1	4	-5	3	2	2	2	3	-5	1	2	2	3	5	3	2	2	2	1	1	3	1	3	2	4	4	4	3	3	4	4	4	12	4	2	3	1	2	2	1	2	-5	1	3	1	2	2	-5	1	1	2	2	2	2	2	2	2	2	3	2	2	2	4	10	22	4	3		164	24	12	12	2	7	1	1	3	3	1	1	1	-5	3	3	2	2	4	0.41	10	10	1	2	2	2	2	4301013	3	3	1200	1119	3	1	1	2	6		1	36	2	33											2	3	1	0							1	3	3	2	2	2	16	5	10	8	15	14	13	11	1	7	12	6	4	9	3	2	2	0	0	2	2	2	2	2	2	1	3	4	2	6	7	7	7	7	6	7	7	7	6	6	6	6	2	1	3	2	2	2	3	3	2	2	2	3	3	3	3	2	2	2	1	2	62301	2331
554	554	1	1	1	20	13	1	2	5	5	4	2	2	1	1	2	2	4	4	4	4	2	3	2	4	1	2	2	2	2	2	-3	3	3	3	3	2	4	3	4	3	4	3	4	2	2	3	4	2	2	1	2	1	4	2	4	2	4	2	3	3	2	2	2	-3	3	-6	-6	-6	-6	1	-6	2	2	3	2	2	4	4	2	1	1	2	4	1	8		1	66	1	7	5	1	1	-3	2	3	1	2	1	1	1	3	4	1	2	2	1	2	2	2	1	2	2	2	2	3	2	3	2	1	2	3	3	1	2	1	2	1	1	2	2	4	3	3	-3	3	1	3	-5	1	1	1	2	2	3	1	1	1	3	1	3	1	1	4	5	2	2	5	1	4	1	3	13	2	1	3	1	3	-5	1	1	2	2	-5	2	-5	3	3	2	-5	1	1	1	1	1	3	3	1	2	1	1	2	4	10	22	4	3		164	24	12	12	2	7	1	1	3	3	2	1	1	-5	3	3	1	4	2	0.54	10	10	1	4	2	4	2	4301013	3	3	1048	954	4	2	1	2	6		1	66	2	65																					2	3	3	2	2	6	2	13	10	12	16	3	11	14	1	7	4	15	8	9	5	4	2	0	0	2	2	2	2	3	2	1	2	4	3	4	5	4	6	6	6	7	7	6	5	6	6	5	3	2	3	2	3	3	3	3	2	2	3	3	3	3	3	3	3	2	2	2	71618	1200
555	555	1	1	1	16	0	2	4	4	1	4	3	1	1	3	3	3	3	4	3	3	3	2	4	4	3	3	3	3	3	3	2	2	2	-3	2	-3	3	2	3	3	3	3	3	2	2	1	3	1	2	1	2	3	3	3	4	3	3	2	3	3	3	2	3	2	-3	3	2	3	2	2	2	2	4	3	3	3	4	3	2	1	1	1	4	1	5		2	32	1	6	5	2	1	2	-3	-3	2	2	3	2	2	2	3	1	2	2	2	2	1	2	2	3	1	2	2	2	2	2	2	1	4	4	3	1	1	1	2	2	1	1	1	5	-5	2	3	3	2	1	2	2	2	2	3	2	2	1	2	1	1	1	3	1	3	4	4	3	3	4	3	5	4	2	7	2	2	3	1	1	1	1	2	-5	2	-5	2	-5	1	2	2	-5	1	1	1	2	1	2	3	2	3	2	2	3	4	10	22	4	3		164	24	12	12	2	7	1	3	1	3	1	1	1	-5	3	3	1	3	3	0.33	9	10	1	3	2	2	2	4301013	3	3	1649	1616	3	1	1	1	6		1	34	2	32											1	4	2	1							2	1	3	2	2	2	12	5	6	13	16	11	15	3	7	1	9	14	10	4	8	3	3	12	2	3	2	1	3	2	2	2	2	2	1	7	7	7	7	7	6	7	7	7	7	7	7	7	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	-3	2	4	3	56306	3460
556	556	1	1	1	15	0	2	2	2	1	2	2	1	1	4	4	-3	3	-3	2	4	2	2	-3	-3	4	2	2	4	2	2	-3	3	2	-3	2	2	3	3	3	3	3	3	3	-3	2	3	5	2	2	2	2	3	4	1	-3	1	3	-3	2	1	1	1	1	1	3	3	2	3	-3	3	-3	2	-3	-3	4	2	-3	4	1	-5	1	1	2	2	1		1	54	5	4	9	2	1	2	2	1	2	1	1	3	1	1	4	2	1	1	2	2	2	2	1	2	-3	-3	-3	-3	-3	3	3	1	3	4	2	1	2	1	2	1	1	1	1	5	-5	3	3	3	3	1	2	1	1	1	1	1	3	1	1	1	3	1	3	1	3	2	3	5	1	4	5	4	1	2	7	4	2	2	1	1	1	2	2	-5	1	1	2	-5	1	3	1	3	1	1	1	1	1	4	3	2	4	2	2	3	4	10	22	4	3		164	24	12	12	2	7	1	3	3	3	7	1	1	40	3	3	1	1	2	0.46	2	10	1	2	2	2	1	4301013	3	3	2005	1919	4	2	1	1	6		1	54																							1	2	3	1	5	1	14	4	5	13	11	12	15	7	2	10	8	3	9	6	16	2	4	0	0	2	3	2	3	4	4	3	1	2	1	7	6	6	6	6	7	7	7	7	6	6	6	6	2	2	3	3	2	2	2	3	2	2	2	2	3	3	-3	2	-3	2	4	3	11133	9132
557	557	1	1	1	10	0	2	2	1	6	-3	-3	1	1	4	3	2	3	4	4	3	3	3	2	-3	3	2	2	2	3	3	-3	4	2	-3	3	2	3	2	3	3	3	3	2	2	2	2	3	2	2	2	2	1	3	2	3	4	3	2	2	3	3	3	3	-3	2	3	3	3	3	3	-3	3	2	3	3	2	3	4	2	1	1	2	2	4	8		1	67	4	3	6	3	3	1	2	1	4	4	2	2	2	3	4	5	2	2	2	2	2	2	1	2	1	3	-3	-3	2	-3	2	2	3	3	3	1	2	2	2	1	1	3	1	5	-5	5	3	3	1	3	-5	2	-3	-3	1	1	2	2	3	3	1	3	3	3	1	2	4	4	4	4	1	4	2	3	8	4	2	3	1	3	-5	3	2	-5	2	-5	2	-5	2	-5	2	-5	1	1	1	1	1	1	2	2	4	2	2	2	4	10	22	4	3		164	24	12	12	2	7	3	3	1	3	7	1	1	-5	3	3	3	2	5	1.13	28	9	1	4	2	3	2	4301013	2	3	1809	1656	4	2	1	2	6		1	67																							2	2	3	1	2	2	13	11	8	15	9	12	10	6	1	4	5	14	3	7	16	4	1	0	0	3	2	3	3	4	2	2	1	2	3	6	-3	-3	-3	-3	6	7	7	6	6	5	6	-3	2	5	3	2	2	2	2	3	2	2	3	2	3	2	-3	3	2	2	2	2	0	0
558	558	1	1	1	12	0	2	3	4	2	3	-3	3	1	2	2	2	3	3	2	3	3	3	4	3	3	3	3	4	3	3	2	3	3	3	2	2	3	3	2	4	3	4	3	1	-3	1	3	2	2	2	2	3	2	4	3	4	4	2	2	3	-3	2	3	2	2	4	3	3	2	2	3	2	2	4	3	2	3	4	1	-5	1	2	1	3	1		2	28	1	2	7	2	1	2	2	2	1	2	1	3	1	2	4	2	3	1	1	2	1	2	1	2	2	3	2	3	2	3	3	1	5	4	1	1	1	1	2	2	1	2	1	5	-5	5	2	2	2	3	-5	1	1	1	3	4	3	1	2	3	1	1	3	3	1	4	2	4	2	3	3	5	3	3	2	4	2	3	1	1	1	3	2	-5	2	-5	1	2	1	3	2	-5	1	1	4	4	-3	4	1	2	2	2	2	2	4	10	22	4	3		164	24	12	12	2	7	3	3	1	2	1	1	1	20	3	3	3	2	5	0.41	27	9	1	2	2	2	2	4301013	3	3	1940	1859	4	1	1	1	6		1	29	2	28											2	1									2	1	3	1	5	4	8	1	10	6	9	7	16	12	14	3	11	2	5	13	15	2	2	7	3	3	3	3	2	4	4	2	1	1	1	7	7	6	7	7	6	7	5	6	8	8	5	7	2	4	2	2	3	2	2	3	2	2	3	3	3	2	2	2	2	3	3	3	31701	5220
559	559	1	1	1	18	0	2	4	2	1	4	3	4	4	2	2	4	3	4	2	3	4	2	3	-6	2	1	2	2	3	2	3	2	2	-3	2	2	3	3	2	3	2	3	2	2	2	2	3	1	1	1	2	2	2	4	4	4	2	3	3	3	3	1	3	3	2	4	2	3	3	3	2	3	3	2	3	2	4	3	1	-5	2	1	3	1	1		2	31	5	7	5	2	1	1	2	2	2	2	3	2	2	3	3	1	1	1	1	2	1	2	1	2	2	2	2	3	3	2	3	2	4	4	3	1	1	1	1	1	1	1	1	5	-5	2	2	2	3	1	2	2	2	2	4	5	2	2	2	1	2	3	3	1	1	3	4	2	3	4	4	2	3	2	16	2	2	3	1	2	2	1	2	-5	1	2	1	2	1	3	1	2	1	1	1	1	1	2	2	2	4	2	2	4	4	11	18	4	2		193	20	10	10	2	99	1	1	3	3	3	2	-5	29	3	3	2	4	2	0.52	9	11	1	2	2	2	2	4302013	2	2	1445	1353	4	1	1	2	6		1	31	2	31											2	0									2	3	2	2	2	14	9	13	3	12	16	10	8	5	15	4	11	6	2	1	7	3	3	0	0	2	2	1	2	3	1	1	3	4	2	5	7	7	6	7	7	6	7	6	7	7	6	6	2	2	3	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	3	2	86205	2141
560	560	1	1	1	35	0	2	1	5	6	4	2	2	2	1	1	1	2	4	4	4	2	4	3	2	2	1	2	2	1	1	1	2	2	3	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	4	4	5	4	1	2	3	2	3	1	2	3	2	4	3	-6	3	3	-3	2	4	2	4	2	4	3	1	-5	1	1	5	1	1		1	47	1	7	5	2	3	-3	2	1	4	1	1	1	1	2	3	5	2	2	1	2	2	2	1	2	1	2	2	3	2	-3	3	1	4	5	1	1	1	1	1	1	1	1	1	5	-5	3	1	1	1	1	5	2	1	1	2	4	2	2	2	1	1	1	3	1	1	2	4	1	3	1	2	4	4	2	10	3	1	3	5	3	-5	2	2	-5	2	-5	2	-5	2	-5	2	-5	1	1	1	1	1	1	1	2	2	2	2	1	4	11	18	4	2		193	20	10	10	2	99	1	3	3	2	1	1	2	24	2	1	3	2	2	0.53	20	10	1	3	2	3	2	4302013	2	2	1120	1027	2	2	1	2	6		1	47	2	40											2	6	2	5	2	3					2	2	3	2	2	5	12	15	4	14	16	7	13	6	8	2	1	11	10	3	9	2	2	1	0	2	2	2	3	3	2	2	2	2	2	6	7	7	6	6	6	7	7	7	7	6	5	6	2	2	3	2	2	3	3	3	2	2	2	2	3	3	2	2	1	2	2	2	86202	2142
561	561	1	1	1	17	3	2	4	1	4	4	3	2	4	4	3	3	3	4	4	2	4	3	2	3	2	2	2	2	4	4	2	2	-3	-3	3	3	3	3	3	3	3	2	3	2	2	1	2	2	2	2	2	1	2	2	4	4	-3	2	2	1	-3	2	2	-3	3	4	2	3	2	2	3	3	4	2	4	-3	3	4	1	-5	1	1	5	1	1		2	31	5	5	5	2	3	-3	1	2	2	2	3	4	2	3	3	1	-3	1	1	1	1	1	1	2	1	3	2	3	-3	-3	2	1	5	4	2	1	1	1	-3	1	1	3	1	4	-5	3	-3	1	1	1	2	2	2	2	4	4	2	2	1	1	3	1	3	2	1	5	5	2	4	5	5	4	5	1	11	2	2	3	1	1	1	1	2	-5	1	2	2	-5	1	3	1	2	1	1	1	1	1	1	1	2	4	1	2	5	4	11	18	4	2		193	20	10	10	2	99	1	1	1	3	6	1	2	24	3	3	2	4	3	0.59	18	10	1	2	2	2	2	4302013	2	2	1047	948	4	1	1	2	6				2	31											2	1									1	3	3	2	2	15	6	13	1	14	16	5	12	7	2	9	11	3	10	4	8	5	1	0	0	2	2	2	3	3	2	2	2	4	2	4	7	6	7	5	5	6	6	6	5	5	6	5	2	2	3	2	3	2	2	3	2	2	3	-3	2	2	3	2	3	3	3	3	76301	2446
562	562	1	1	1	9	7	4	2	5	5	4	2	4	4	2	1	3	4	5	5	4	3	3	2	4	2	2	2	2	4	2	2	4	2	4	2	3	3	2	1	3	1	2	3	2	2	2	3	1	2	1	2	1	2	2	4	3	2	2	2	3	3	1	5	4	1	-6	-6	-6	-6	-6	2	5	4	3	2	2	4	4	1	-5	3	1	2	4	1		1	57	1	3	2	3	1	2	2	4	3	2	2	2	1	2	5	5	3	1	1	2	1	2	1	2	1	2	3	3	3	3	3	2	3	3	3	1	2	1	1	2	2	4	4	4	3	3	3	3	3	1	3	1	1	1	2	2	3	1	3	1	3	1	3	3	1	2	2	5	2	3	1	5	2	4	15	3	2	3	1	3	-5	2	2	-5	2	-5	2	-5	2	-5	1	1	1	1	1	1	1	-3	3	2	4	2	2	3	4	11	18	4	2		193	20	10	10	2	99	3	3	1	2	1	1	2	35	3	3	3	1	1	1.05	11	10	1	3	2	2	2	4302013	2	2	1459	1354	3	2	1	2	6		1	57	2	58																					2	3	3	1	4	1	12	9	2	13	16	11	15	7	3	5	10	8	4	6	14	2	2	0	0	3	3	1	3	4	1	2	1	2	2	4	6	7	7	7	6	6	7	5	5	4	7	6	2	4	3	2	2	3	2	3	2	2	3	3	3	2	2	2	2	3	1	2	71611	1314
