ARESPNR	RESPNR	HHNR	HHPNR	ISCO	V040	V041	V049	V103	V200	V201	V202	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR019	VAR040	VAR046	VAR047	VAR048	VAR049	VAR050	VAR060	VAR061	VAR062	VAR064	VAR065	VAR092	VAR093	VAR096	VAR126	VAR131	VAR132	VAR133	VAR134	VAR135	VAR136	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR198	VAR201	VAR204	VAR205	VAR220	VAR222	VAR223	VAR228	VAR229	VAR239	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR320	VAR347	VAR408	VAR409	VAR427	VAR428	VAR433	VAR461	VAR462	VAR491	VAR497	VAR499	VAR501	VAR502	VAR539	VAR540	VAR544	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR591	VAR599	VAR600	VAR624	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR683B	VAR684	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR700A	VAR700B	VAR700C	VAR700D	VAR700E	VAR723	VAR725	VAR728B	VAR729B	VAR76301	VAR76302	VAR76303	VAR76304	VAR76305	VAR76306	VAR76307	VAR76308	VAR76309	VAR76310	VAR76311	VAR76312	VAR76313	VAR76314	VAR76315	VAR76316	VAR76317	VAR76318	VAR76319	VAR76320	VAR76321	VAR76322	VAR76323	VAR76324	VAR76325	VAR76326	VAR76401	VAR76402	VAR76403	VAR76404	VAR76405	VAR76406	VAR76407	VAR76408	VAR76409	VAR76410	VAR76411	VAR76412	VAR76413	VAR76414	VAR76415	VAR76416	VAR76417	VAR76418	VAR76419	VAR76420	VAR76421	VAR76422	VAR76423	VAR76424	VAR76425	VAR76426	VAR76501	VAR76502	VAR76503	VAR76504	VAR76505	VAR76506	VAR76507	VAR76508	VAR76509	VAR76510	VAR76511	VAR76512	VAR76513	VAR76514	VAR76515	VAR76516	VAR76517	VAR76518	VAR76519	VAR76520	VAR76521	VAR76522	VAR76523	VAR76524	VAR76525	VAR76526	VAR76527	VAR76528	VAR76529	VAR76701	VAR76702	VAR76703	VAR76704	VAR76705	VAR76706	VAR76707	VAR76708	VAR76709	VAR76710	VAR76711	VAR76712	VAR76713	VAR76714	VAR76715	VAR76716	VAR76717	VAR76718	VAR76719	VAR76722	VAR76723	VAR76724	VAR76725	VAR76726	VAR76727	VAR76728	VAR806	VAR807	VAR895	VAR896	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR956	VAR957	VAR958	VAR959	VAR963	VAR964	VAR965	VAR966	VAR967	VAR968	VAR969	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1061	VAR1062	VAR1113	VAR1114	VAR1115	VAR1116	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1146	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1163	VAR1204	VAR1205	VAR1206	VAR1207	VAR1208	VAR1209	VAR1210	VAR1211	VAR3000	INT000	INT001	INT004	INT071	INT077	INT087	INT168	INT205	INT206	INT209	INT210	INT211	INT214	INT215	INT216	INT217	INT218	INT219	INT221	INT222	INT223	INT225	INT227	INT228	INT229	INT231	INT232	INT234	INT235	INT236	INT237	INT238	INT239	INT240	INT241	INT243	INT244	INT247	INT248	INT249	INT250	INT251	INT252	INT253	INT254	INT255	INT256	INT257	INT265	INT266	INT283	INT284	INT285	INT370	INT371	INT501	INT502	INT503	INT504	INT505	INT506	INT507	INT508	INT509	INT510	INT511	INT512	INT513	INT514	INT515	INT516	INT517	INT518	INT519	INT520
"00017"	17	17	1	-5	2	-5	-5	11	2	2	7	1	2	25	5	6	-5	1	1	-5	-5	-5	-5	-5	3	2	1	1	2	4	2	2	2	1	1	1	1	1	-5	1	3	1	3	2	3	2	2	2	1	4	4	2	2	1	5	1	-5	3	3	2	3	2	2	2	2	1	8	2	2	1	2	1	3	3	2	2	11	2	3	1	1	3	2	3	2	1	2	-5	2	-5	2	-5	1	3	1	2	2	1	1	2	3	1	1	1	2	1	14	7	3	3	1	12	1	4	1	1	2	3	2	4	1	1	1	2	2	-5	-5	3	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.44	20	10	1	3	2	4	1	4	3	1413	1329	1	1	1	2	6	-7	1	28	2	25																					1	1	-5	-5	9	4	2	3	3	2	2	4	4	4	3	3	2	10	9	1	7	16	14	15	4	3	12	13	6	5	11	8	0	5	2	2	3	2	5	6	6	6	6	6	6	6	6	6	6	5	2	3	2	2	2	3	3	3	3	3	3	2	3	2	2	3	3	2	3	2	3	3	-5	1	18	-5	4	5	3	2	1	2	4	3	4	4	4	3	4	2	2	4	2	3	2	3	3	1	1	2	4	4	3	4	5	5	5	5	2	2	2	1	1	6	6	-3	-3	1	1	1	7	4	2	1	2	2	1	2	4	2	4	4	3	4	3	1	1	1	1	-3	3	-3	6	3	-3	-3	-3	5
"00019"	19	19	1	-5	2	-5	-5	11	2	3	7	1	2	18	5	3	-5	2	3	-5	-5	-5	-5	-5	2	1	3	2	2	2	2	2	1	1	2	1	2	2	-5	2	3	2	2	2	2	2	3	3	2	4	3	2	1	1	5	1	-5	1	2	2	3	2	2	2	2	1	-3	2	1	3	3	1	4	3	2	-3	-2	3	3	1	2	3	1	3	2	1	2	-5	2	-5	1	2	2	-5	-3	-5	3	2	1	2	3	1	1	1	5	7	22	5	3	3	4	99	3	4	5	5	4	5	5	5	-3	2	-3	-3	-3	-5	-5	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	1.13	5	12	1	7	2	7	1	3	3	1108	955	4	1	1	1	6	-7	1	27	2	18																					1	2	-5	-5	-2	-3	4	5	1	2	3	4	5	2	3	3	13	2	9	6	5	3	4	14	11	15	12	10	8	16	7	1	0	5	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	7	3	3	2	3	3	3	3	3	3	3	3	2	1	2	3	-3	-3	2	-3	2	-3	4	-5	1	12	-5	5	5	3	1	2	3	4	1	4	3	4	3	4	3	3	5	4	2	3	3	3	1	1	2	-3	-3	2	4	5	5	5	5	1	1	2	6	1	6	6	1	1	1	1	1	4	-3	-5	2	3	3	1	3	3	3	4	4	3	2	2	1	4	1	2	-3	3	2	6	4	4	4	4	-3
"00020"	20	20	1	8334	1	-5	1	1	3	2	1	1	1	31	5	4	8	1	1	2	1	3	4	2	4	1	2	1	2	4	2	2	3	1	1	1	2	1	3	2	3	2	3	2	3	2	3	3	1	4	4	4	4	4	4	1	2	2	1	2	3	2	3	3	2	1	25	2	2	2	3	1	3	2	4	3	10	2	3	4	1	3	1	1	2	1	2	-5	1	2	1	2	1	2	1	2	3	2	1	4	3	1	1	1	5	7	22	5	3	3	4	99	-3	7	2	2	2	5	2	5	1	1	2	2	2	40	4	-3	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0.46	9	12	1	3	2	3	3	2	3	1042	956	3	2	1	1	6	-7	1	31																							1	-5	-5	-5	9	5	1	1	5	2	2	4	4	2	2	2	6	11	10	1	16	15	12	14	8	2	7	9	4	5	3	13	1	0	3	3	3	2	5	7	5	7	7	5	6	7	7	7	5	4	2	3	2	3	2	2	3	3	2	2	2	3	2	2	2	2	4	4	4	4	1	4	28211	1	15	0	4	5	1	1	2	1	4	3	4	4	2	2	4	2	3	2	2	2	4	4	3	5	4	2	2	4	2	2	2	4	5	4	2	-3	2	3	3	3	7	9	8	8	4	1	3	4	1	2	2	2	1	3	3	2	4	4	2	2	3	1	2	1	4	2	3	2	3	3	3	3	3	-3
"00021"	21	21	1	5230	2	1	1	7	2	2	5	1	2	27	3	3	9	2	4	-5	-5	-5	-5	-5	3	1	1	1	2	4	3	2	2	1	2	1	1	1	2	2	2	2	3	3	2	3	2	3	1	2	4	2	1	1	5	1	-5	2	1	2	5	2	2	2	1	-2	-5	1	1	2	2	1	3	2	2	2	-3	5	3	1	2	3	1	4	1	2	2	-5	2	-5	1	1	2	-5	1	2	2	2	2	1	3	1	1	1	5	7	22	5	3	3	4	99	2	3	2	2	1	4	1	1	1	1	2	2	2	-5	-5	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.34	7	12	1	2	2	3	2	4	3	1432	1358	3	1	1	1	6	-7	1	33	2	27	2	4																			1	1	4	-5	11	3	1	4	3	1	2	4	4	3	3	4	8	5	1	7	9	15	10	13	4	3	11	14	2	12	6	16	0	0	3	3	3	3	7	6	8	3	6	6	-3	5	5	4	6	6	2	3	2	2	3	2	3	3	3	2	3	2	1	-3	3	1	1	2	-3	2	1	4	11131	1	18	0	3	4	3	1	1	1	4	3	4	4	3	2	3	4	3	-3	5	3	2	2	3	2	-3	1	2	-3	-3	4	-3	2	4	4	2	2	2	6	6	6	6	1	1	1	1	1	3	3	2	4	5	2	1	4	2	3	4	-3	-3	-3	-3	1	1	1	1	-3	3	-3	6	4	-3	-3	2	5
"00022"	22	22	1	8263	2	1	1	5	1	3	8	1	1	66	5	2	8	1	3	-5	-5	-5	-5	-5	1	2	3	2	1	1	1	1	2	1	2	1	2	1	-5	3	3	2	3	1	3	1	3	3	2	3	3	3	1	1	5	2	-5	3	2	2	1	2	3	3	1	1	1	1	1	4	3	1	4	2	5	2	7	2	3	1	4	1	3	3	1	3	2	-5	3	2	1	1	3	1	1	1	4	2	2	4	3	1	1	1	5	7	22	5	3	3	4	99	2	7	5	5	2	5	2	5	2	2	2	2	2	-5	-5	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	3	2	0.36	10	12	1	3	1	2	1	4	3	1222	1146	4	2	1	1	6	-7	1	66																							1	-5	-5	-5	5	5	2	4	4	3	2	1	5	2	4	2	11	6	1	14	12	16	7	13	5	4	9	10	2	3	8	15	0	0	3	3	3	3	3	7	7	-3	-3	1	5	5	7	4	7	10	4	3	2	2	-3	-3	3	3	3	2	3	2	1	3	3	3	1	1	3	1	1	4	27204	1	9	0	1	1	1	3	2	-6	-3	-3	4	3	3	3	3	4	4	-6	4	-6	5	3	4	1	1	-6	1	-6	-6	-3	-6	-6	-6	-6	-6	1	-3	2	6	2	7	6	1	1	1	1	4	1	3	5	5	5	1	1	4	4	-6	3	-6	-6	-6	-6	-6	1	-6	3	1	3	2	4	-6	-6	-6	5
"00023"	23	23	1	8263	2	1	1	3	1	4	8	1	2	69	4	2	8	1	2	-5	-5	-5	-5	-5	1	2	2	2	2	1	1	1	4	1	2	2	2	2	-5	3	3	2	3	1	3	1	3	3	1	4	4	3	1	1	5	1	-5	1	1	2	3	2	-3	-3	1	1	1	1	2	4	3	1	5	1	5	2	7	3	3	1	4	1	3	3	1	3	2	-5	3	3	1	1	3	1	1	1	5	2	2	2	3	1	1	1	5	7	22	5	3	3	4	99	2	7	5	5	5	5	3	5	2	2	2	2	2	-5	-5	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	3	1	0.39	7	12	1	3	2	3	1	3	3	1651	1612	4	1	1	1	6	-7			2	69																					-5	1	-5	-5	5	5	1	2	1	2	2	1	4	2	4	3	2	10	3	13	12	15	6	7	11	1	8	9	4	14	5	16	0	2	3	3	2	3	4	7	7	-3	-3	3	5	6	10	4	7	10	2	1	2	2	-3	-3	3	3	3	1	3	2	1	2	3	3	1	2	4	1	1	3	27204	1	9	0	1	1	1	1	1	4	1	1	4	4	4	2	3	3	3	-3	4	3	1	2	-3	2	-3	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	6	6	6	-6	1	1	1	1	1	-3	1	3	5	5	5	4	4	-3	2	-3	3	2	2	1	1	1	1	1	-3	3	2	6	4	4	2	4	1
"00024"	24	24	1	7223	1	-5	1	1	1	3	1	1	1	24	5	2	8	1	4	1	1	3	2	1	4	1	3	2	2	1	2	3	2	1	2	2	2	1	1	3	3	2	-3	2	2	3	2	-3	1	4	-3	2	1	1	5	2	-5	3	1	2	3	1	-3	3	3	3	-5	1	1	2	3	3	4	3	5	2	12	5	3	1	3	1	1	4	1	3	2	-5	3	3	1	1	2	-5	2	-5	3	2	2	4	3	1	1	1	5	7	22	5	3	3	4	99	3	7	1	5	1	1	5	1	2	1	2	2	2	40	4	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	2	0.52	4	12	1	3	2	3	3	2	3	1950	1858	2	2	1	1	6	-7	1	24																							2	-5	-5	-5	7	4	2	2	2	2	2	2	2	4	2	4	6	3	13	1	7	2	11	10	12	8	9	5	15	14	4	16	0	0	3	3	3	3	4	6	5	6	5	1	6	3	4	6	6	10	2	2	3	2	2	2	3	2	3	2	3	2	1	3	2	2	1	2	2	2	2	4	26403	1	10	0	3	2	4	2	2	4	4	1	-3	4	3	3	4	3	3	3	2	4	1	1	2	1	1	-3	-3	-3	2	4	-3	-3	-3	3	3	3	-3	2	-3	6	7	-3	-3	1	1	1	7	3	1	3	5	3	2	1	-3	-3	3	3	2	4	3	1	1	1	1	1	-3	3	6	3	3	3	3	5
"00025"	25	25	1	2411	1	-5	3	1	4	4	1	1	1	48	1	7	2	1	1	1	1	3	1	2	3	1	-3	1	1	4	2	1	3	2	1	2	1	2	3	1	2	2	2	2	-3	3	2	2	2	2	2	3	3	3	2	1	3	2	3	1	2	2	2	2	2	1	6	2	2	4	2	2	3	3	4	2	17	2	1	1	1	4	4	4	2	1	2	-5	1	3	2	-5	2	-5	2	-5	2	1	1	2	3	3	10	2	3	2	80	11	4	4	2	99	3	1	2	1	3	2	2	2	1	1	2	2	2	60	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	0.44	5	11	1	2	1	1	2	4	3	939	855	2	2	2	1	4	-7	1	48	2	46	2	19	2	17	1	14	1	12													1	1	4	-5	17	3	2	4	4	4	4	5	2	2	2	3	15	5	13	11	4	16	9	10	8	12	3	1	14	6	2	7	10	3	1	1	2	1	3	8	6	3	5	4	4	6	5	5	5	5	3	3	2	2	3	3	3	3	2	3	2	3	3	4	3	3	3	3	4	4	2	3	91503	1	18	3	2	2	5	3	1	4	1	1	1	1	1	4	4	4	3	3	2	4	5	5	4	6	4	1	1	1	1	1	1	5	2	5	5	5	1	2	2	2	2	8	8	8	11	-3	2	2	3	2	4	2	4	5	3	2	3	2	4	4	5	2	4	3	4	2	3	2	2	4	2	1	4	2
"00026"	26	26	1	2441	1	-5	1	1	4	4	1	1	1	34	5	7	5	2	1	1	1	2	4	2	3	1	2	1	2	2	2	3	3	2	1	2	1	2	3	1	3	2	2	2	2	2	-3	2	2	4	4	2	1	1	5	2	-5	1	2	2	3	2	2	-3	2	1	1	2	2	4	1	1	2	3	1	2	14	1	1	5	1	4	1	1	1	1	2	-5	1	2	2	-5	2	-5	1	2	3	1	1	2	3	3	10	2	3	2	80	11	4	4	2	99	3	7	2	1	1	2	1	5	1	1	2	2	1	32	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	1	1	1.13	3	11	1	3	2	2	1	4	3	2051	1938	4	2	1	1	6	-7	1	34																							1	-5	-5	-5	11	3	2	4	5	1	2	4	5	2	4	4	5	6	14	1	15	16	11	8	2	10	12	13	7	4	3	9	16	0	2	3	3	2	5	6	7	6	6	7	6	8	5	7	7	4	2	2	2	2	2	2	2	3	2	3	2	2	3	2	2	2	3	4	3	3	2	3	91202	1	18	0	5	5	3	2	2	2	4	2	4	3	3	2	3	3	3	3	2	2	1	4	2	2	1	-3	-3	4	-3	3	-3	4	5	4	2	4	2	6	6	6	6	1	1	1	1	1	6	4	2	1	1	2	1	3	4	1	5	5	2	1	3	2	1	1	4	2	3	3	6	2	3	-3	2	2
"00027"	27	27	1	9333	1	-5	1	1	5	2	1	1	1	50	1	5	8	2	2	1	1	2	3	2	2	2	1	2	2	4	2	2	2	1	2	2	1	2	3	3	3	2	-3	3	2	3	3	3	2	2	3	2	1	1	5	-3	-5	3	1	2	1	2	-3	-3	3	1	1	2	-3	2	3	2	4	2	2	2	13	3	2	7	1	3	2	2	2	1	1	2	1	2	1	1	1	2	1	2	3	2	2	2	3	3	10	2	3	2	80	11	4	4	2	99	3	1	3	2	3	4	2	4	2	1	2	2	2	40	2	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	0.44	10	11	1	2	2	2	2	2	3	2138	2054	2	2	1	1	6	-7	1	50	2	48	2	10																			1	1	4	-5	10	5	3	2	4	2	3	5	3	2	3	4	4	12	3	13	8	15	16	11	1	7	5	14	6	9	2	10	0	0	3	3	3	3	5	6	-3	6	6	4	4	6	5	4	5	5	2	3	-3	-3	2	3	3	3	2	-3	3	2	3	2	3	3	2	3	4	2	2	3	11122	1	20	0	4	4	4	2	2	3	4	-3	4	4	3	2	3	3	3	4	3	3	2	2	2	2	1	3	3	3	3	3	3	2	4	3	2	2	2	6	6	6	2	1	1	1	1	1	-3	1	3	5	5	5	2	3	3	2	4	4	2	3	3	1	1	1	1	2	2	-3	6	3	3	3	4	5
"00028"	28	28	1	9131	2	1	1	4	1	3	5	1	2	64	4	2	9	1	1	-5	-5	-5	-5	-5	-3	1	3	2	2	4	2	2	1	1	2	1	1	1	-3	3	3	1	3	-3	3	-3	3	3	1	5	5	3	1	1	5	1	-5	1	1	2	5	2	5	3	2	1	25	1	1	2	1	1	1	3	5	2	6	2	2	1	2	-3	1	4	1	1	2	-5	2	-5	1	2	2	-5	1	1	2	2	2	4	3	3	10	2	3	2	80	11	4	4	2	99	3	7	5	5	5	5	5	5	2	2	2	2	2	-5	-5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	3	1	1.14	15	10	1	4	2	-6	2	3	3	2047	1933	1	2	1	1	6	-7			2	64																					-5	1	-5	-5	5	5	2	3	4	2	4	2	4	4	2	3	6	11	4	5	8	16	10	13	9	7	14	15	3	2	1	12	0	0	2	2	2	2	5	4	-3	-3	4	6	6	7	5	5	6	5	2	3	-3	-3	-3	-3	3	3	2	3	3	-3	3	2	2	3	3	3	4	2	2	3	37211	1	7	0	1	4	1	1	-3	1	3	1	4	4	4	2	4	3	4	-3	3	3	1	1	-3	3	4	2	3	4	4	3	5	3	4	-3	2	4	2	2	6	2	-6	1	1	4	1	1	3	3	4	3	5	5	2	3	-3	2	3	4	1	1	3	1	1	1	1	2	3	2	5	4	4	4	4	3
"00029"	29	29	1	2331	1	-5	1	1	1	3	1	1	2	39	3	3	7	1	3	1	1	3	4	2	2	1	3	2	1	4	3	2	2	1	2	2	1	2	1	2	3	1	-3	2	3	-3	3	3	1	5	5	2	3	1	5	2	-5	2	1	2	2	1	3	3	3	1	6	1	2	3	1	1	2	3	5	-3	10	5	3	5	2	3	2	2	2	2	2	-5	2	-5	1	1	3	1	1	1	1	1	1	4	3	3	10	2	3	2	80	11	4	4	2	99	2	6	4	1	5	5	5	5	1	1	1	1	1	36	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1	0.44	27	10	1	2	2	2	2	3	3	1636	1552	1	1	3	1	1	-7			2	39	1	17	1	16																	-5	1	4	-5	6	5	3	5	1	2	2	5	5	3	2	2	1	15	10	7	13	11	12	8	9	2	4	14	5	6	3	16	0	10	3	3	3	2	5	6	7	4	6	1	4	2	4	5	1	5	2	3	3	2	3	3	3	3	3	2	3	3	2	3	2	3	2	2	4	1	4	4	62301	1	10	0	3	5	5	1	2	1	4	1	4	4	-3	4	4	3	3	3	2	3	2	2	3	1	2	4	3	3	4	4	5	3	5	3	2	4	1	2	2	2	7	7	7	7	1	1	4	1	3	4	5	-3	2	1	2	3	3	3	3	3	3	1	4	1	1	-3	3	1	2	4	4	4	4	1
"00030"	30	30	1	8323	2	1	1	14	1	2	8	1	1	60	1	2	8	1	1	-5	-5	-5	-5	-5	4	1	3	2	2	4	2	3	3	1	2	2	2	2	-5	2	2	1	3	2	3	-3	3	3	1	5	3	1	3	3	2	1	2	2	1	2	3	2	3	3	2	1	-3	1	1	5	2	1	3	2	3	4	12	2	3	4	1	3	3	3	1	2	2	-5	2	-5	2	-5	2	-5	2	-5	3	2	2	2	3	3	10	2	3	2	80	11	4	4	2	99	-3	2	2	2	4	4	4	5	2	1	1	1	2	-5	-5	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	3	1	0.53	10	11	1	4	1	3	2	3	3	2030	1937	4	2	1	1	6	-7	1	60	2	59																					1	2	-5	-5	10	4	1	1	5	3	1	-3	3	2	4	3	2	10	9	6	15	16	4	13	3	1	12	8	7	11	5	14	2	0	2	2	3	2	6	7	7	6	7	5	5	6	7	7	5	7	2	3	2	2	2	2	3	3	3	2	2	3	2	2	2	2	1	1	4	1	1	3	28215	1	8	0	2	3	5	2	2	1	3	1	2	3	2	2	3	3	3	3	3	3	2	2	3	6	4	1	1	2	2	2	3	4	3	4	2	3	2	3	3	3	2	8	8	8	10	5	2	1	4	3	5	2	3	2	3	2	4	3	2	4	4	1	1	4	1	2	2	3	2	4	1	2	4	3
